Year,CO2 Forcing.Atmos CO2 exogenous
2388,142.15849939982095
2389,142.15849939982095
2390,142.15849939982095
2391,142.15849939982095
2392,142.15849939982095
2393,142.15849939982095
2394,142.15849939982095
2395,142.15849939982095
2396,142.15849939982095
2397,142.15849939982095
2398,142.15849939982095
2399,142.15849939982095
2400,142.15849939982095
2401,142.15849939982095
2402,142.15849939982095
2403,142.15849939982095
2404,142.15849939982095
2405,142.15849939982095
2406,142.15849939982095
2407,142.15849939982095
2408,142.15849939982095
2409,142.15849939982095
2410,142.15849939982095
2411,142.15849939982095
2412,142.15849939982095
2413,142.15849939982095
2414,142.15849939982095
2415,142.15849939982095
2416,142.15849939982095
2417,142.15849939982095
2418,142.15849939982095
2419,142.15849939982095
2420,142.15849939982095
2421,142.15849939982095
2422,142.15849939982095
2423,142.15849939982095
2424,142.15849939982095
2425,142.15849939982095
2426,142.15849939982095
2427,142.15849939982095
2428,142.15849939982095
2429,142.15849939982095
2430,142.15849939982095
2431,142.15849939982095
2432,142.15849939982095
2433,142.15849939982095
2434,142.15849939982095
2435,142.15849939982095
2436,142.15849939982095
2437,142.15849939982095
2438,142.15849939982095
2439,142.15849939982095
2440,142.15849939982095
2441,142.15849939982095
2442,142.15849939982095
2443,142.15849939982095
2444,142.15849939982095
2445,142.15849939982095
2446,142.15849939982095
2447,142.15849939982095
2448,142.15849939982095
2449,142.15849939982095
2450,142.15849939982095
2451,142.15849939982095
2452,142.15849939982095
2453,142.15849939982095
2454,142.15849939982095
2455,142.15849939982095
2456,142.15849939982095
2457,142.15849939982095
2458,142.15849939982095
2459,142.15849939982095
2460,142.15849939982095
2461,142.15849939982095
2462,142.15849939982095
2463,142.15849939982095
2464,142.15849939982095
2465,142.15849939982095
2466,142.15849939982095
2467,142.15849939982095
2468,142.15849939982095
2469,142.15849939982095
2470,142.15849939982095
2471,142.15849939982095
2472,142.15849939982095
2473,142.15849939982095
2474,142.15849939982095
2475,142.15849939982095
2476,142.15849939982095
2477,142.15849939982095
2478,142.15849939982095
2479,142.15849939982095
2480,142.15849939982095
2481,142.15849939982095
2482,142.15849939982095
2483,142.15849939982095
2484,142.15849939982095
2485,142.15849939982095
2486,142.15849939982095
2487,142.15849939982095
2488,142.15849939982095
2489,142.15849939982095
2490,142.15849939982095
2491,142.15849939982095
2492,142.15849939982095
2493,142.15849939982095
2494,142.15849939982095
2495,142.15849939982095
2496,142.15849939982095
2497,142.15849939982095
2498,142.15849939982095
2499,142.15849939982095
2500,142.15849939982095
